from_date,item_descr,amount
2019-10-29,Menü 1,134
2019-10-29,Menü 2,84
2019-10-29,Menü 3,129
2019-10-30,Menü 1,88
2019-10-30,Menü 2,35
2019-10-30,Menü 3,217
2019-10-31,Menü 1,52
2019-10-31,Menü 2,13
2019-10-31,Menü 3,152
2019-11-04,Menü 1,76
2019-11-04,Menü 2,155
2019-11-04,Menü 3,105
2019-11-05,Menü 1,222
2019-11-05,Menü 2,67
2019-11-05,Menü 3,126
2019-11-06,Menü 1,107
2019-11-06,Menü 2,69
2019-11-06,Menü 3,255
2019-11-07,Menü 1,117
2019-11-07,Menü 2,39
2019-11-07,Menü 3,234
2019-11-08,Menü 1,58
2019-11-08,Menü 2,36
2019-11-08,Menü 3,92
2019-11-11,Menü 1,82
2019-11-11,Menü 2,178
2019-11-11,Menü 3,96
2019-11-12,Menü 1,63
2019-11-12,Menü 2,124
2019-11-12,Menü 3,151
2019-11-13,Menü 1,92
2019-11-13,Menü 2,70
2019-11-13,Menü 3,264
2019-11-14,Menü 1,118
2019-11-14,Menü 2,127
2019-11-14,Menü 3,125
2019-11-15,Menü 1,97
2019-11-15,Menü 2,59
2019-11-15,Menü 3,56
2019-11-18,Menü 1,65
2019-11-18,Menü 2,166
2019-11-18,Menü 3,116
2019-11-19,Menü 1,112
2019-11-19,Menü 2,111
2019-11-19,Menü 3,158
2019-11-20,Menü 1,70
2019-11-20,Menü 2,47
2019-11-20,Menü 3,276
2019-11-21,Menü 1,115
2019-11-21,Menü 2,46
2019-11-21,Menü 3,224
2019-11-22,Menü 1,30
2019-11-22,Menü 2,77
2019-11-22,Menü 3,135
2019-11-25,Menü 1,77
2019-11-25,Menü 2,202
2019-11-25,Menü 3,122
2019-11-26,Menü 1,91
2019-11-26,Menü 2,118
2019-11-26,Menü 3,166
2019-11-27,Menü 1,76
2019-11-27,Menü 2,81
2019-11-27,Menü 3,227
2019-11-28,Menü 1,81
2019-11-28,Menü 2,70
2019-11-28,Menü 3,183
2019-11-29,Menü 1,36
2019-11-29,Menü 2,46
2019-11-29,Menü 3,122
2019-12-02,Menü 1,82
2019-12-02,Menü 2,192
2019-12-02,Menü 3,132
2019-12-03,Menü 1,163
2019-12-03,Menü 2,105
2019-12-03,Menü 3,107
2019-12-04,Menü 1,61
2019-12-04,Menü 2,122
2019-12-04,Menü 3,221
2019-12-05,Menü 1,166
2019-12-05,Menü 2,61
2019-12-05,Menü 3,296
2019-12-06,Menü 1,59
2019-12-06,Menü 2,30
2019-12-06,Menü 3,99
2019-12-09,Menü 1,62
2019-12-09,Menü 2,198
2019-12-09,Menü 3,115
2019-12-10,Menü 1,101
2019-12-10,Menü 2,37
2019-12-10,Menü 3,172
2019-12-11,Menü 1,126
2019-12-11,Menü 2,65
2019-12-11,Menü 3,245
2019-12-12,Menü 1,76
2019-12-12,Menü 2,172
2019-12-12,Menü 3,137
2019-12-13,Menü 1,18
2019-12-13,Menü 2,86
2019-12-13,Menü 3,113
2019-12-16,Menü 1,100
2019-12-16,Menü 2,149
2019-12-16,Menü 3,132
2019-12-17,Menü 1,105
2019-12-17,Menü 2,111
2019-12-17,Menü 3,114
2019-12-18,Menü 1,69
2019-12-18,Menü 2,125
2019-12-18,Menü 3,179
2019-12-19,Menü 1,35
2019-12-19,Menü 2,171
2019-12-19,Menü 3,80
2019-12-20,Menü 1,36
2019-12-20,Menü 2,62
2019-12-20,Menü 3,36
2020-01-07,Menü 1,118
2020-01-07,Menü 2,86
2020-01-07,Menü 3,162
2020-01-08,Menü 1,98
2020-01-08,Menü 2,99
2020-01-08,Menü 3,201
2020-01-09,Menü 1,152
2020-01-09,Menü 2,41
2020-01-09,Menü 3,177
2020-01-10,Menü 1,61
2020-01-10,Menü 2,48
2020-01-10,Menü 3,122
2020-01-13,Menü 1,122
2020-01-13,Menü 2,79
2020-01-13,Menü 3,202
2020-01-14,Menü 1,110
2020-01-14,Menü 2,113
2020-01-14,Menü 3,147
2020-01-15,Menü 1,93
2020-01-15,Menü 2,75
2020-01-15,Menü 3,229
2020-01-16,Menü 1,112
2020-01-16,Menü 2,113
2020-01-16,Menü 3,191
2020-01-17,Menü 1,46
2020-01-17,Menü 2,39
2020-01-17,Menü 3,130
2020-01-20,Menü 1,127
2020-01-20,Menü 2,128
2020-01-20,Menü 3,133
2020-01-21,Menü 1,50
2020-01-21,Menü 2,116
2020-01-21,Menü 3,175
2020-01-22,Menü 1,61
2020-01-22,Menü 2,120
2020-01-22,Menü 3,246
2020-01-23,Menü 1,54
2020-01-23,Menü 2,128
2020-01-23,Menü 3,162
2020-01-24,Menü 1,28
2020-01-24,Menü 2,57
2020-01-24,Menü 3,104
2020-01-27,Menü 1,80
2020-01-27,Menü 2,131
2020-01-27,Menü 3,143
2020-01-28,Menü 1,35
2020-01-28,Menü 2,113
2020-01-28,Menü 3,213
2020-01-29,Menü 1,110
2020-01-29,Menü 2,105
2020-01-29,Menü 3,146
2020-01-30,Menü 1,196
2020-01-30,Menü 2,54
2020-01-30,Menü 3,144
2020-01-31,Menü 1,43
2020-01-31,Menü 2,46
2020-01-31,Menü 3,108
2020-02-03,Menü 1,69
2020-02-03,Menü 2,157
2020-02-03,Menü 3,128
2020-02-04,Menü 1,129
2020-02-04,Menü 2,136
2020-02-04,Menü 3,108
2020-02-05,Menü 1,67
2020-02-05,Menü 2,109
2020-02-05,Menü 3,252
2020-02-06,Menü 1,130
2020-02-06,Menü 2,52
2020-02-06,Menü 3,162
2020-02-07,Menü 1,85
2020-02-07,Menü 2,49
2020-02-07,Menü 3,121
2020-02-10,Menü 1,59
2020-02-10,Menü 2,60
2020-02-10,Menü 3,218
2020-02-11,Menü 1,147
2020-02-11,Menü 2,75
2020-02-11,Menü 3,121
2020-02-12,Menü 1,132
2020-02-12,Menü 2,44
2020-02-12,Menü 3,242
2020-02-13,Menü 1,71
2020-02-13,Menü 2,67
2020-02-13,Menü 3,222
2020-02-14,Menü 1,27
2020-02-14,Menü 2,125
2020-02-14,Menü 3,62
2020-02-17,Menü 1,91
2020-02-17,Menü 2,60
2020-02-17,Menü 3,196
2020-02-18,Menü 1,120
2020-02-18,Menü 2,131
2020-02-18,Menü 3,118
2020-02-19,Menü 1,89
2020-02-19,Menü 2,40
2020-02-19,Menü 3,239
2020-02-20,Menü 1,110
2020-02-20,Menü 2,46
2020-02-20,Menü 3,168
2020-02-21,Menü 1,29
2020-02-21,Menü 2,47
2020-02-21,Menü 3,121
2020-02-24,Menü 1,120
2020-02-24,Menü 2,154
2020-02-24,Menü 3,84
2020-02-25,Menü 1,152
2020-02-25,Menü 2,75
2020-02-25,Menü 3,154
2020-02-26,Menü 1,102
2020-02-26,Menü 2,95
2020-02-26,Menü 3,196
2020-02-27,Menü 1,40
2020-02-27,Menü 2,109
2020-02-27,Menü 3,191
2020-02-28,Menü 1,59
2020-02-28,Menü 2,40
2020-02-28,Menü 3,64
2020-03-02,Menü 1,70
2020-03-02,Menü 2,133
2020-03-02,Menü 3,146
2020-03-03,Menü 1,103
2020-03-03,Menü 2,165
2020-03-03,Menü 3,113
2020-03-04,Menü 1,73
2020-03-04,Menü 2,85
2020-03-04,Menü 3,220
2020-03-05,Menü 1,99
2020-03-05,Menü 2,100
2020-03-05,Menü 3,145
2020-03-06,Menü 1,56
2020-03-06,Menü 2,54
2020-03-06,Menü 3,94
